ClientID,Recency,Frequency,Monetary_Q,Monetary_A
client24940,327,2,38,4031
client33318,14,8,176,25058
client39334,330,10,69,30557
client21865,65,3,15,2451
client30555,96,7,35,19299
client33753,390,1,3,4307
client27500,123,4,22,4699
client32033,183,4,21,2277
client38585,390,1,8,936
client38940,390,1,7,1143
client36444,166,6,39,10380
client15768,185,6,61,5037
client36795,16,4,20,7332
client12530,390,1,10,722
client26911,183,3,5,4335
client30462,15,7,39,20739
client9703,139,13,100,26013
client28360,272,2,7,2052
client37570,133,3,5,20320
client35302,138,9,51,7742
client12032,390,1,1,3999
client10521,1,17,198,63754
client34247,112,4,20,3262
client2443,25,12,90,15583
client6477,388,2,10,7550
client7790,7,14,80,16090
client35342,141,4,47,20053
client4898,327,3,4,765
client30831,390,1,13,1844
client37746,102,3,17,38363
client36048,390,1,4,2196
client32411,13,23,68,8980
client4019,81,4,17,11239
client34241,33,10,63,11738
client5137,5,41,241,33960
client11799,358,2,9,543
client8451,268,4,64,17576
client32721,65,7,18,3707
client18660,246,2,51,1692
client14762,320,2,7,1565
client16126,45,8,261,27123
client24394,214,3,16,12680
client7024,390,1,38,4748
client8832,390,1,3,1077
client26275,390,1,14,2742
client2248,384,2,14,1532
client8019,35,6,54,12534
client39126,390,1,6,14256
client1572,323,4,61,13985
client17353,18,6,21,13714
client23220,390,1,3,277
client12602,341,2,10,2090
client1534,390,1,6,1353
client10330,109,3,46,8002
client25441,390,1,3,469
client13522,125,9,18,11253
client10213,165,2,17,3498
client17123,5,12,129,43520
client35762,390,1,13,10697
client24368,19,5,9,28651
client34837,136,6,29,10176
client35473,390,1,2,3998
client4150,123,5,45,5876
client12747,390,1,8,7519
client12293,6,26,94,30722
client28836,92,10,36,14546
client19328,207,7,69,26297
client33952,390,1,3,13088
client29797,3,25,202,37299
client21463,24,5,163,9999
client4381,167,2,13,1895
client39994,114,2,3,3337
client7534,243,3,11,3279
client42132,390,1,10,462
client19002,377,3,7,20936
client38492,139,5,17,5097
client35653,390,1,16,16411
client24712,84,7,32,32092
client22958,387,3,23,3714
client21393,387,2,14,2250
client24396,389,1,14,929
client30354,231,7,62,12944
client26844,315,5,48,25415
client18681,389,1,10,1170
client37509,180,7,40,32063
client35811,38,7,55,9045
client6812,46,16,83,30252
client17289,47,5,16,18641
client30304,355,3,12,1658
client5899,54,9,213,15462
client40830,15,17,67,11560
client16317,5,4,65,17196
client27412,1,7,104,49532
client18211,389,1,4,6556
client23811,139,3,11,3559
client29047,389,1,1,1333
client21874,334,4,16,2124
client1697,377,5,141,63453
client20117,133,10,46,79605
client36386,389,1,7,1511
client30071,389,1,8,2749
client23416,20,18,80,12713
client29390,376,2,16,15357
client18816,57,7,101,1975
client2044,204,2,19,8461
client28254,26,4,26,6619
client29599,40,4,8,4368
client39977,125,3,16,3866
client20677,32,5,25,3032
client24311,63,11,52,11470
client158,389,1,3,1793
client17342,389,1,2,3618
client19446,19,4,11,1635
client18900,103,6,59,4666
client25376,257,2,9,887
client20197,263,2,7,13174
client39547,278,4,19,23051
client33380,234,7,19,13332
client33072,361,2,3,3267
client12926,163,3,11,11295
client36591,288,2,10,2651
client23571,381,2,7,4974
client11149,317,5,66,45966
client5128,380,3,13,21145
client18025,2,11,23,10474
client34560,20,4,11,1463
client41299,340,3,82,8286
client35193,64,15,118,33002
client22519,389,1,5,837
client29301,376,3,50,2789
client37515,285,12,144,64005
client21432,137,7,35,11575
client12122,67,5,71,8745
client18239,389,1,3,2797
client23616,389,1,57,8738
client5238,33,6,14,6342
client40042,42,2,14,1093
client35386,166,18,162,42961
client9162,170,5,56,10717
client11166,4,10,105,18846
client20272,269,7,33,24575
client25862,45,6,28,5867
client4174,388,1,4,2396
client7531,37,5,15,4584
client25337,219,3,29,17278
client564,388,1,6,3594
client31765,42,7,28,3988
client5736,328,2,3,6629
client14131,84,5,8,8590
client24263,69,5,22,2421
client11449,47,6,40,4831
client4527,388,1,3,6287
client6007,36,5,24,10105
client27094,338,2,11,830
client2843,152,5,13,5405
client14375,323,4,33,2330
client18282,79,4,20,4887
client30788,24,14,96,96366
client24803,80,2,7,8989
client36484,388,1,2,758
client4938,6,25,101,18715
client13683,342,3,26,14958
client30881,251,19,420,78504
client40602,147,8,40,5648
client22957,155,10,64,25015
client34053,388,1,18,2702
client20258,115,5,14,5666
client7623,292,2,28,1333
client42537,58,2,43,8241
client18777,24,7,29,22126
client31808,90,4,47,4937
client8509,18,11,47,14557
client38076,378,4,98,14164
client37703,211,12,425,73895
client2671,236,12,52,9366
client1451,156,4,8,2456
client12570,303,4,40,29434
client3219,90,3,131,40654
client10986,142,3,44,5436
client32120,17,6,54,20692
client17348,176,2,6,2755
client24584,68,6,21,4165
client19141,387,1,1,5299
client18175,19,6,11,8691
client11273,202,3,6,10080
client28703,25,12,159,28643
client41341,193,2,3,4297
client26257,179,2,3,1893
client14880,78,15,99,38737
client31393,98,9,25,8137
client27696,148,3,18,4038
client33229,2,7,52,30159
client23218,12,12,53,14750
client17688,266,3,25,13493
client31266,297,2,6,1517
client21909,71,13,52,91118
client40425,2,24,327,58851
client33022,1,5,15,3339
client3650,324,6,36,2973
client36986,64,11,102,40946
client24664,3,16,56,22678
client15089,52,4,5,5185
client14281,383,2,72,20812
client23695,13,31,410,113702
client28700,386,2,40,3780
client39322,16,13,174,17517
client14447,4,37,304,70826
client12409,346,2,5,305
client37502,382,2,10,3043
client12367,191,2,4,1507
client28024,386,1,51,3381
client42723,26,9,53,10145
client13165,25,16,170,23018
client10512,6,8,44,8023
client4088,51,18,198,40426
client32116,386,1,2,5198
client23289,194,8,33,20433
client11943,385,2,4,3596
client7434,68,3,14,5273
client7399,386,1,1,3999
client30534,386,1,3,3797
client3053,308,2,4,9647
client13097,35,4,11,2249
client41892,386,1,3,487
client28533,384,2,11,11307
client3106,214,8,79,10588
client30806,376,2,6,1414
client27765,377,2,3,867
client11749,386,1,6,11926
client13477,6,11,153,14824
client32912,386,1,1,199
client12296,10,6,22,18284
client29738,222,6,14,1800
client41939,321,3,19,13172
client36889,32,9,30,6875
client19084,20,10,58,36264
client38830,343,4,51,71209
client35588,18,4,47,20606
client21460,386,1,6,1344
client33091,275,2,16,38829
client32857,383,2,11,525
client663,31,17,127,18085
client30366,66,14,57,31129
client37429,364,3,119,14900
client32450,386,1,8,11872
client4207,20,9,59,24777
client17014,386,1,1,1949
client37163,4,10,49,12935
client42712,67,3,31,5479
client24353,254,3,14,4306
client20534,187,17,92,15822
client34333,7,10,98,42523
client7315,125,6,68,22879
client29400,383,2,7,3770
client23476,138,5,22,3229
client34121,59,11,38,27922
client8120,35,23,211,31353
client350,385,1,8,1164
client17202,26,3,8,4404
client22864,371,2,10,3404
client21174,114,10,80,21224
client27541,5,2,3,1133
client7196,384,2,10,1340
client667,193,5,100,11665
client14499,31,17,76,14299
client34961,300,2,3,369
client10843,12,18,89,62577
client37298,311,2,2,695
client12005,200,2,39,21872
client17879,13,23,320,61808
client37981,342,3,3,257
client37122,159,5,34,4076
client6174,298,2,51,1656
client41108,310,4,58,5257
client40433,181,5,31,11055
client2408,16,8,156,54697
client16080,19,10,22,3104
client17023,11,13,49,18462
client8798,92,3,17,2912
client2162,42,6,24,5195
client22070,178,2,10,2569
client24406,95,7,167,23921
client12598,174,7,89,25240
client4058,385,1,4,2026
client22899,185,4,25,12439
client8083,250,6,41,28925
client21437,330,2,9,20566
client41609,12,26,319,154159
client42174,192,11,37,9041
client10305,228,3,6,1474
client26196,71,3,90,47437
client37517,237,8,124,41263
client15608,274,6,42,11018
client39182,5,15,324,19226
client26595,26,3,20,16941
client11011,183,2,21,6681
client22413,120,4,34,3735
client11903,2,31,217,39553
client6602,383,2,2,1354
client19139,351,2,6,4461
client7441,384,1,1,5121
client3146,384,1,12,3988
client31773,375,2,29,2621
client705,384,1,15,1516
client5744,384,1,14,938
client22340,3,8,127,25865
client29990,378,2,6,3084
client4964,112,13,122,24433
client30589,207,5,17,1976
client13359,206,4,58,6787
client38119,110,2,28,1905
client13261,384,1,7,1522
client5588,25,8,117,24165
client35276,346,2,5,4235
client28009,9,25,143,39145
client28135,365,2,12,5424
client8982,155,4,35,8051
client12674,49,5,34,3103
client6213,11,6,41,8458
client33183,146,2,4,582
client27115,384,1,1,2699
client10122,384,1,6,1193
client29055,54,18,174,49444
client8858,15,21,50,28758
client12629,46,10,343,116589
client30293,249,2,7,407
client5749,124,6,22,16209
client28579,172,3,16,2485
client14784,19,8,87,20487
client19211,167,5,27,41605
client33472,364,3,9,9482
client20877,71,11,147,69990
client12668,14,4,42,13724
client42204,357,8,42,7883
client5353,384,1,17,3287
client11071,69,7,50,35042
client41190,11,36,197,69927
client11579,19,2,2,5098
client13833,25,7,68,9586
client10646,194,3,50,7590
client29098,383,1,1,6199
client38455,85,17,420,123639
client33682,285,3,19,5314
client30214,19,7,69,2987
client8732,16,11,29,24488
client32412,85,4,27,3485
client22775,383,1,3,11267
client14553,115,5,45,14065
client25401,63,2,36,2167
client19668,99,4,59,16138
client29836,41,3,31,22275
client23895,89,2,6,5638
client1364,24,9,64,9448
client18365,111,4,8,10212
client25935,52,12,68,61084
client5091,313,2,13,2916
client22395,78,2,4,5166
client38727,62,4,22,11877
client7734,2,19,116,20976
client36764,11,3,15,9596
client8503,326,7,27,15572
client21974,383,1,1,1100
client9309,18,8,26,7339
client19850,130,2,3,9883
client18113,237,2,7,899
client29345,46,5,31,5196
client34161,50,13,241,41620
client12937,383,1,1,1199
client13804,383,1,2,4798
client6540,118,9,88,24039
client27035,383,1,14,1464
client312,383,1,2,1598
client32931,383,1,5,1695
client24303,383,1,1,68
client22757,383,1,8,8812
client2595,179,2,45,4126
client33182,377,2,7,17055
client587,383,1,1,2199
client8559,383,1,6,1304
client30468,383,1,4,1436
client36168,8,64,463,142963
client12451,155,6,13,15076
client17937,127,4,27,3903
client35866,383,1,1,39
client11899,29,7,49,36856
client31122,177,6,26,6854
client25606,19,18,270,109343
client2325,171,9,79,16257
client10016,16,15,296,56579
client8551,19,6,116,30194
client29862,6,2,9,1240
client26677,383,1,39,5061
client38097,18,8,48,13996
client8258,383,1,6,1718
client20978,96,6,173,17813
client5484,54,3,98,18386
client14400,118,6,57,8894
client596,97,9,126,36600
client33353,127,9,74,27662
client8770,338,3,133,19793
client28873,126,5,21,8417
client21277,155,3,4,6242
client15951,382,1,6,1190
client21965,26,7,48,7086
client25841,150,4,9,5761
client34351,290,2,10,1343
client8201,382,1,3,927
client38148,30,4,13,2231
client8886,382,1,6,3106
client39261,382,1,1,44
client15520,13,20,167,57101
client13263,17,11,104,10482
client38218,6,18,106,83405
client534,5,23,121,18310
client14433,324,3,11,4320
client23851,153,3,14,2137
client39534,65,5,19,3821
client25710,315,5,73,49920
client40963,53,23,219,21807
client28123,382,1,3,877
client41980,382,1,1,1199
client22371,16,6,18,3488
client3024,8,4,52,10621
client40785,261,2,5,1255
client6358,29,5,24,13240
client32696,32,7,44,33833
client9433,275,5,109,47573
client34910,382,1,1,199
client24228,382,1,5,517
client7805,333,3,10,1737
client9773,103,3,14,4358
client41235,382,1,1,229
client34111,56,17,86,9091
client35567,8,26,91,14500
client26128,150,8,65,5958
client629,355,2,17,2665
client29449,382,1,5,2455
client33484,63,5,10,13756
client4287,181,5,23,5250
client2124,382,1,8,792
client28758,4,7,30,2798
client3962,5,18,75,17348
client7982,358,5,32,7289
client31559,234,2,5,635
client26979,266,2,17,999
client3257,13,33,345,149157
client21685,12,14,39,7795
client156,4,22,178,44259
client2455,249,2,34,1090
client39510,155,10,46,20379
client27752,357,4,56,6321
client32868,46,8,83,17749
client5464,92,7,28,20070
client29593,73,8,48,13296
client28833,381,1,4,3396
client12515,381,1,18,1374
client17831,112,4,19,2396
client35732,165,6,15,25463
client16435,3,13,96,20798
client26331,3,18,56,9560
client42154,16,5,25,6325
client16819,381,1,8,1579
client37942,30,26,80,33894
client30926,151,3,11,3598
client20384,326,2,20,3260
client11958,379,2,2,7604
client35564,61,5,14,10155
client37447,110,6,48,4538
client4467,52,7,107,20302
client42585,187,3,44,2201
client28461,381,1,6,924
client10754,13,6,33,2818
client13498,381,1,3,2623
client31437,379,2,11,2465
client3831,332,3,3,233
client18983,139,8,59,18098
client19018,167,7,191,9708
client33002,33,3,23,1146
client23596,1,23,159,64717
client22785,107,25,190,36448
client31611,55,4,7,9113
client21557,182,5,47,37211
client21709,58,6,288,87794
client25657,254,4,42,42005
client21962,371,3,85,16134
client14633,1,42,337,84778
client19893,40,12,96,22754
client39071,53,23,203,74432
client81,380,2,11,7189
client20756,31,2,27,12517
client34022,45,38,181,29405
client33227,49,34,582,83196
client29995,109,15,125,17030
client5225,187,2,24,4961
client24289,379,2,40,2740
client28731,170,2,2,3398
client32568,336,2,5,887
client39598,3,5,9,7057
client24753,380,1,5,2098
client17593,379,2,24,10885
client31142,81,13,168,23389
client41877,380,1,1,4999
client24485,380,1,3,2997
client26114,165,2,6,632
client12153,35,19,93,23227
client3836,59,14,129,49508
client33830,380,1,4,1524
client606,173,5,48,6934
client16372,86,6,56,9131
client27470,288,5,38,16200
client37632,21,5,29,5825
client14548,346,2,12,550
client28317,338,5,31,2308
client2299,23,7,63,6407
client12709,75,8,67,33171
client34335,23,11,70,36972
client34926,380,1,1,5799
client19067,105,7,34,4213
client8411,180,5,22,4689
client3526,380,1,51,1354
client27457,165,12,160,10661
client9617,316,2,4,2068
client27440,57,6,31,3830
client20859,249,2,10,2540
client3680,22,11,80,7739
client27526,34,3,8,4520
client17087,53,9,52,4883
client38089,304,3,12,9276
client41124,380,1,56,3226
client8772,242,2,55,2734
client23404,47,7,24,10196
client1505,24,8,147,34346
client22934,353,3,4,1796
client34827,358,3,47,16556
client23270,99,7,57,6619
client15885,380,1,3,277
client8554,96,13,47,4114
client22802,380,1,3,387
client11175,380,1,1,5999
client18539,150,14,112,74451
client20651,79,16,199,49203
client22207,195,3,15,2473
client19821,29,3,18,9310
client42130,57,19,132,65978
client27260,333,3,21,9560
client37662,102,5,95,19873
client32831,98,19,73,34016
client37039,371,2,47,5429
client7022,2,40,670,143066
client36761,17,12,45,32371
client22231,194,4,49,4847
client3861,41,4,34,12977
client535,313,21,107,43340
client19133,336,2,22,12771
client23188,224,11,211,57702
client11684,10,6,35,2650
client31091,13,8,66,16438
client36159,20,26,117,31490
client25052,379,1,6,1890
client41773,13,25,159,35101
client27306,77,6,32,7396
client22516,124,5,30,6862
client26986,179,7,27,3244
client4034,342,3,6,3226
client15834,332,2,2,414
client29191,7,22,157,26364
client1802,326,2,9,501
client15568,11,5,103,29030
client22463,313,2,6,415
client40507,128,3,99,22383
client13569,286,2,2,978
client21221,6,29,190,32956
client13693,379,1,10,2054
client34000,228,6,55,22985
client13525,4,11,32,5192
client32928,186,4,18,5012
client29604,176,2,3,4857
client35247,235,2,4,1149
client35222,13,8,35,10330
client12834,35,4,22,1788
client18399,81,3,4,6996
client37085,379,1,2,54
client39310,14,8,33,8023
client2012,375,3,6,564
client34634,302,2,4,3302
client9990,20,8,21,26051
client33313,10,2,37,17011
client1945,350,2,14,7197
client33285,78,4,17,21193
client3471,154,2,3,2587
client33620,18,4,28,2805
client31501,12,14,52,13793
client24781,297,4,24,3313
client18522,199,11,60,18969
client16045,66,26,134,36681
client22264,315,6,29,4991
client41069,6,3,24,4680
client33329,3,11,49,33094
client26366,9,5,106,120640
client13939,378,1,16,728
client36765,360,2,23,15153
client4172,86,12,138,31119
client27438,276,2,10,4365
client22651,352,2,32,3111
client20867,378,1,4,1736
client15769,38,12,41,7654
client14728,90,2,9,981
client10993,378,1,2,3088
client1370,378,1,27,1173
client31976,97,18,107,36524
client3458,378,1,6,954
client31647,378,1,5,2099
client40534,161,5,22,12096
client7695,297,5,25,12527
client29157,320,2,4,376
client1998,7,26,93,27570
client35637,174,2,12,5468
client10005,31,6,35,5264
client12,106,12,97,14498
client11086,19,5,10,7222
client22605,7,16,129,40183
client23022,18,5,10,3476
client7588,42,7,24,11809
client29675,378,1,3,1128
client20540,140,5,26,12732
client19751,85,5,8,2878
client23809,109,8,22,3944
client33671,256,2,14,4081
client22245,378,1,58,1607
client40734,145,4,10,3492
client37458,180,3,32,10412
client4350,378,1,1,499
client28011,13,19,87,26422
client37627,302,7,180,78358
client524,42,8,36,14615
client16445,341,4,242,83900
client20020,272,9,68,12532
client26203,6,7,51,5697
client30875,25,16,65,6853
client3980,378,1,6,960
client34981,52,10,57,4759
client20289,377,1,2,648
client9821,377,1,3,9899
client18580,71,9,89,36899
client7733,302,5,28,32874
client18957,68,35,995,231617
client25531,197,3,25,3664
client42170,14,12,75,18372
client28634,170,2,26,1332
client31670,7,6,17,5804
client26208,377,1,2,1238
client12402,306,3,5,8261
client26581,374,2,43,2603
client9123,377,1,1,2999
client32803,377,1,5,4208
client2521,99,3,24,8679
client33359,34,2,14,2911
client28714,9,28,102,35234
client29569,64,9,34,5363
client20963,377,1,1,1399
client20364,79,5,70,20719
client10642,333,2,3,169
client40343,377,1,4,2936
client26500,1,11,42,6068
client32549,377,1,3,7357
client8314,238,3,87,1634
client38507,211,3,6,446
client32463,377,1,4,806
client36860,160,2,6,110
client30764,377,1,1,115
